key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,v1_decision,v1_reason,doi,keywords,pubmed_id,pmc_id
rayyan-642911485,Obstructive Sleep Apnea in Metabolic Syndrome.,2024,1,1,,,,,,Kumari S and Chaudhary SC and Sawlani KK and Gupta KK and Usman K and Reddy HD and Verma AK and Kumar S and Verma N and Atam V,https://pubmed.ncbi.nlm.nih.gov/39279178/,,,,"BACKGROUND: The metabolic syndrome (MetS), a cluster of cardiovascular risk factors, is associated with obstructive sleep apnea (OSA). OSA is a major contributor to cardiac, cerebrovascular, and metabolic disorders as well as to premature death.MATERIALS AND METHODS: This cross-sectional study was done for 1 year in 103 patients of MetS diagnosed by the International Diabetes Federation criteria. All patients were subjected to the STOP-Bang questionnaire, and they were classified into low, intermediate, and high risks depending on the score. Patients falling in intermediate-high risk (score 3-8) were taken for overnight polysomnography to confirm the diagnosis of OSA (apnea-hypopnea index [AHI] =5) and were considered Group I. Patients with STOP-Bang score =2 or score =3 with AHI <5 were considered Group II (non-OSA).RESULTS: Out of 103 MetS patients enrolled in the study, only 70 (68.0%) were diagnosed with OSA, so the prevalence of OSA in MetS patients was 68%. The majority of the OSA cases had moderate-to-severe OSA (68.5%), and only 31.4% had mild OSA. The age of patients enrolled in the study ranged between 29 and 78 years, and the mean age of patients was 54.8 ± 9.4 years. Out of 103 MetS enrolled in the study, 59 (57.3%) were male and the rest were female, so the prevalence of severe OSA was higher in males than in females. The prevalence increases with an increase in age groups. Weight, body mass index (BMI), circumference, and waist circumference (WC) of cases of OSA were found to be significantly higher as compared to that of non-OSA. An incremental trend of increase in weight, BMI, neck circumference, and WC was observed with the increase in the severity of OSA. Patients of OSA as compared to non-OSA had significantly increased WC, blood pressure (BP), fasting, postprandial, random blood sugar, and triglyceride (TG) levels. A trend of increase in WC, BP fasting, postprandial, random blood sugar, and TG levels was associated with an increase in the severity of OSA. Snoring and daytime sleepiness were observed in a significantly higher proportion of OSA cases as compared to non-OSA cases.CONCLUSIONS: This study shows that OSA has a high prevalence in subjects with MetS. A high index of clinical suspicion is required for early diagnosis.",Included,"IC1, IC2, IC3",10.4103/aam.aam_24_24,,,
rayyan-642911486,Sex Differences in Obstructive Sleep Apnea after Stroke.,2024,1,1,,,,,,Dharmakulaseelan L and Black SE and Swartz RH and Murray BJ and Boulos MI,https://pubmed.ncbi.nlm.nih.gov/37849347/,,,,"BACKGROUND AND OBJECTIVES: Obstructive sleep apnea (OSA) is prevalent after stroke and associated with recurrent stroke, prolonged hospitalization, and decreased functional recovery. Sex differences in post-stroke OSA remain underexplored. The objective of this study was to evaluate sex differences in functional outcomes, stroke and OSA severity, and clinical manifestations of OSA in stroke patients with OSA.METHODS: We retrospectively evaluated data from three previously conducted studies. Study patients had an imaging-confirmed stroke and had been found to have OSA (apnea-hypopnea index [AHI] = 5) on either in-laboratory polysomnography or home sleep apnea testing performed within 1 year of their stroke. Linear regression models were used to evaluate study outcomes.RESULTS: In total, 171 participants with post-stroke OSA (117 males [68.4%] and 54 females [31.6%]) were included. Female sex was an independent predictor for greater functional impairment (ß = 0.37, 95% CI 0.029-0.71, p = 0.03), increased stroke severity (ß = 1.009, 95% CI 0.032-1.99, p = 0.04), and greater post-stroke depressive symptoms (ß = 3.73, 95% CI 0.16-7.29, p = 0.04). Female sex was associated with lower OSA severity, as measured by the AHI (ß = -5.93, 95% CI -11.21- -0.66). Sex was not an independent predictor of specific symptoms of OSA such as daytime sleepiness, snoring, tiredness, and observed apneas.CONCLUSION: Females with post-stroke OSA had poorer functional outcomes and more severe strokes compared to males, despite having lower OSA severity. Females with post-stroke OSA also exhibited more depressive symptoms. Understanding sex differences in patients with post-stroke OSA will likely facilitate better recognition of OSA and potentially improve clinical outcomes.",Included,"IC1, IC2",10.1017/cjn.2023.300,,,
rayyan-642911487,Association Between Exertional Dyspnea and OSA.,2026,1,1,,,,,,Mouraux S and Lechartier B and Imler T and von Garnier C and Heinzer R and Vollenweider P and Preisig M and Solelhac G and Touilloux B,https://pubmed.ncbi.nlm.nih.gov/41443389/,,,,"BACKGROUND: Dyspnea increases mortality and remains unexplained in 15% of patients. Although OSA is linked to reduced exercise capacity during cardiopulmonary exercise testing, the association between dyspnea and OSA remains uncertain.RESEARCH QUESTION: Is there an association between exertional dyspnea and OSA in the general population? What are the polysomnographic OSA-related measures associated with exertional dyspnea?STUDY DESIGN AND METHODS: We used data from a prospective cohort study of the general population conducted in an urban area. Participants underwent polysomnography and completed a respiratory questionnaire. Logistic regression models were used to determine the association between self-reported dyspnea (modified Medical Research Council Dyspnea scale = 1) and OSA categories or apnea-hypopnea index (AHI) cutoffs. We performed an adjusted model for sex, BMI, age, FEV1, psychiatric disorders, cardiac and respiratory disorders, and smoking history.RESULTS: We included 1,200 participants (mean age, 62.1 years; 54% female), of whom 515 (42.9%) reported exertional dyspnea. The adjusted model revealed a positive association between exertional dyspnea and AHI = 15 events/h (OR, 1.57; 95% CI, 1.13-2.19), AHI = 30 events/h (OR, 1.72; 95% CI, 1.06-2.78), moderate OSA (OR, 1.60; 95% CI, 1.04-2.46), and severe OSA (OR, 2.25; 95% CI, 1.28-3.96). Moreover, in the adjusted model, dyspnea was associated with AHI, respiratory disturbance index, respiratory pulse wave amplitude drop index, sleep apnea-specific pulse-rate response, respiratory arousal index, and oxygen desaturation index 3%.INTERPRETATION: Our results suggest that exertional dyspnea is associated with moderate and severe OSA, potentially due to heightened autonomic and cortical responses to increased respiratory efforts. Further research is needed to assess the effectiveness of OSA treatment on dyspnea in patients with OSA.",Excluded,EC4,10.1016/j.chest.2025.12.015,,,
rayyan-642911488,[Obstructive Sleep Apnea in Cerebrovascular Disease].,2025,1,1,,,,,,Akaiwa Y and Miyamoto T,https://pubmed.ncbi.nlm.nih.gov/41097920/,,,,"Obstructive sleep apnea (OSA) and cerebrovascular disease (CVD) have a bidirectional relationship. OSA serves as an independent risk factor for stroke, and a prior meta-analysis has demonstrated a 2.24-fold increased risk for stroke development. Conversely, the prevalence of OSA after stroke is remarkably high (50-70%, significantly impairing both functional and survival outcomes). Continuous positive airway pressure (CPAP) therapy is effective in improving neurological symptoms during the acute phase of stroke, although evidence for stroke prevention remains limited. However, OSA is often overlooked in patients with acute stroke because of specific challenges that include impaired consciousness, cognitive dysfunction, positioning limitations, and medical device constraints that complicate evaluation procedures. Current clinical practice faces several barriers to OSA assessment that include limited access to sleep-testing facilities and specialists, unclear timing for post-stroke evaluation, insufficient awareness among healthcare providers regarding sleep disorders, and inadequate evidence levels for treatment interventions. Future directions require a strengthened collaboration between neurologists and sleep medicine specialists to establish systematic OSA evaluation systems in the acute stroke phase. This comprehensive multidisciplinary approach, which involves not only physicians, but also nurses, therapists, pharmacists, and nutritionists, is essential for improving the quality of life and prognosis of patients with stroke with concurrent sleep-disordered breathing.",Excluded,EC-O,10.11477/mf.188160960770101087,,,
rayyan-642911489,Physiologic Consequences of Upper Airway Obstruction in Sleep Apnea.,2024,1,1,,,,,,Azarbarzin A and Labarca G and Kwon Y and Wellman A,https://pubmed.ncbi.nlm.nih.gov/38885898/,,,,"OSA is diagnosed and managed by a metric called the apnea-hypopnea index (AHI). The AHI quantifies the number of respiratory events (apnea or hypopnea), disregarding important information on the characteristics and physiologic consequences of respiratory events, including degrees of ventilatory deficit and associated hypoxemia, cardiac autonomic response, and cortical activity. The oversimplification of the disorder by the AHI is considered one of the reasons for divergent findings on the associations of OSA and cardiovascular disease (CVD) in observational and randomized controlled trial studies. Prospective observational cohort studies have demonstrated strong associations of OSA with several cardiovascular diseases, and randomized controlled trials of CPAP intervention have not been able to detect a benefit of CPAP to reduce the risk of CVD. Over the last several years, novel methodologies have been proposed to better quantify the magnitude of OSA-related breathing disturbance and its physiologic consequences. As a result, stronger associations with cardiovascular and neurocognitive outcomes have been observed. In this review, we focus on the methods that capture polysomnographic heterogeneity of OSA.",Excluded,EC4,10.1016/j.chest.2024.05.028,,,
rayyan-642911490,Examining the association between sleep apnea and total hippocampal volumes in cognitive impairment.,2025,1,1,,,,,,Settimi M and Tchoudnovski D and Ntale I and Colelli DR and Costa YS and Mitchell S and Masellis M and Lam B and Lim A and Chung F and Ramirez J and Goubran M and Black SE and Boulos MI,https://pubmed.ncbi.nlm.nih.gov/40275828/,,,,"INTRODUCTION: The prevalence of dementia is rising due to an aging population. Given the known risks of obstructive sleep apnea (OSA) on cerebrovascular health, we hypothesized that markers of OSA would correlate with reduced hippocampal volumes in individuals with cognitive impairment due to neurodegenerative, vascular, or mixed (NVM) etiologies.METHODS: Data from 166 patients were retrospectively analyzed. Participants underwent polysomnography or home sleep apnea tests, alongside structural brain magnetic resonance imaging (MRI). They were categorized into cognitive impairment due to NVM etiology or subjective cognitive complaints. Multiple linear regression models examined correlations between sleep variables and hippocampal volume.RESULTS: The presence of OSA, time under 90% oxygen saturation, and mean SpO2 were significantly associated with reduced hippocampal volumes in the NVM group, but not the subjective cognitive complaints.DISCUSSION: These findings suggest that individuals with cognitive impairment due to NVM etiology experience underlying neurodegenerative processes, which increase susceptibility to the adverse effects of OSA.HIGHLIGHTS: Hypoxic burden, rather than AHI, was associated with hippocampal volume loss. The presence of OSA, T90%, and mean SpO2 were linked with reduced hippocampal volume. Neurodegenerative and vascular processes may raise susceptibility to OSA harms.",Included,IC1,10.1002/alz.70183,,,
rayyan-642911491,Obstructive sleep apnea severity and pathophysiological traits in overlap syndrome: Insights from the SNOOzzzE cohort.,2025,1,1,,,,,,Raphelson J and Sanchez-Azofra A and Orr JE and Parra G and McGinnis L and Salinas A and Luu S and Sands SA and Azarbarzin A and Owens RL and Marin JM and Malhotra A and Schmickl CN,https://pubmed.ncbi.nlm.nih.gov/40611572/,,,,"The overlap syndrome (OVS), defined as coexisting chronic obstructive pulmonary disease (COPD) and obstructive sleep apnea (OSA), is linked to worse outcomes than either condition alone. Patients with COPD and OSA may have fewer obstructive events, but underlying mechanisms remain unclear. Using a large clinical cohort, we tested the hypothesis that OSA severity and pathophysiological traits differ in OVS versus OSA-alone. Data from the SNOOzzzE cohort (3319 adults with in-laboratory polysomnography 2017-2019) were used. OVS patients were identified through chart review and matched to OSA-only patients (3:1) by age, sex, and body mass index. OSA severity was assessed using apnea hypopnea index (AHI), hypoxic burden (HB), and T90 (%time with SpO2 < 90%), while OSA traits were quantified from polysomnographic signals via validated algorithms. Mixed model analysis quantified group differences before and after adjustment for covariate differences (Black race, smoking) accounting for matching as a random effect. In our diverse cohort (103 OVS vs. 309 OSA-only; 38% women, 44% non-White, 17% Hispanic), OVS patients tended to have a lower AHI and HB (approximately -10%, p < 0.1), but significantly higher T90 (~50%, p = 0.003). OVS patients had less upper airway collapsibility, lower arousal threshold, lower ventilatory response to arousal (p < 0.05) and tended to have higher upper airway dilator muscle compensation (p = 0.09). In adjusted analyses, effect estimates were similar, but significance was attenuated. Hyperinflation and air trapping were inversely associated with AHI/HB. OSA severity and mechanisms differ in OVS versus OSA-only. Future research should seek to evaluate these differences for their prognostic ability.",Excluded,EC4,10.14814/phy2.70438,,,
rayyan-642911492,Retinal vascular manifestations of obstructive sleep apnea.,2020,1,1,,,,,,D'Souza H and Kapoor KG,https://pubmed.ncbi.nlm.nih.gov/33009084/,,,,"PURPOSE OF REVIEW: The aim of this article is to summarize up-to-date research on the effects of obstructive sleep apnea (OSA) on retinal vascular conditions.RECENT FINDINGS: OSA is associated with the development of diabetic retinopathy, retinal vein occlusion, and central serous chorioretinopathy. The severity of OSA and biomarkers such as the apnea-hypopnea index (AHI) correlate with the severity of retinal disease. Dysregulation of circadian locomotor output cycles kaput (CLOCK) genes that govern circadian rhythm is associated with development of proliferative retinal disease.SUMMARY: OSA and retinal vascular disease have a high cost burden on the healthcare system. OSA creates systemic changes and hypoxic conditions that may incite or exacerbate retinal vascular diseases. Retinal changes may be the first clinical manifestation of otherwise undiagnosed OSA, so it is important to refer patients with new-onset retinal vascular disease for appropriate sleep testing.",Included,IC2,10.1097/icu.0000000000000698,,,
rayyan-642911493,Effect of lemborexant on sleep parameters and architecture in adult and elderly participants with mild-to-severe obstructive sleep apnea.,2025,1,1,,,,,,Khullar A and Boulos MI and Mak MSB and Moline M and Cheng JY and Hall N,https://pubmed.ncbi.nlm.nih.gov/40848323/,,,,"OBJECTIVE: To evaluate sleep parameters and architecture in a post hoc analysis of participants with untreated obstructive sleep apnea (OSA) who received lemborexant (LEM) 10 mg (LEM10), a competitive dual orexin-receptor antagonist approved for the treatment of adults with insomnia.METHODS: Study E2006-A001-102 (Study 102; NCT03471871) and Study E2006-A001-113 (Study 113; NCT04647383) were multicenter, randomized, double-blind, placebo (PBO)-controlled, 2-period cross-over studies in participants with mild OSA (apnea-hypopnea index [AHI] =5 to <15 events/hour) and moderate (AHI =15 to <30 events/hour) or severe OSA (AHI =30 events/hour), respectively. Participants were randomized to 1 of 2 treatment sequences (Sequence A: PBO/LEM10; Sequence B: LEM10/PBO) consisting of 8 nights of treatment (LEM10 or PBO), with each treatment period separated by a =14-day washout period. Sleep onset, maintenance, and architecture data were assessed on Day 1 and Day 8 with polysomnography. Safety data were collected.RESULTS: In total, 39 patients with mild OSA and 33 patients with moderate or severe OSA were included. Total sleep time and sleep efficiency were significantly higher (improved) following single and multiple doses of LEM10 regardless of OSA severity. Following single and multiple doses of LEM10, wake after sleep onset was significantly lower (improved) and total non-rapid eye movement (REM) sleep and REM sleep duration were longer versus PBO. LEM10 was generally well tolerated.CONCLUSIONS: These results, in combination with previously reported respiratory safety data, suggest that LEM may be an insomnia treatment option for patients with untreated OSA.CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov (identifier: NCT03471871); ClinicalTrials.gov (identifier: NCT04647383).",Included,"IC1, IC2",10.1016/j.sleep.2025.106757,,,
rayyan-642911494,Does REM Sleep-Dependent Obstructive Sleep Apnea Have Clinical Significance?,2022,1,1,,,,,,Lee SC and Kim DE and Hwangbo Y and Song ML and Yang KI and Cho YW,https://pubmed.ncbi.nlm.nih.gov/36361024/,,,,"(1) Background: The clinical significance of rapid eye movement (REM) sleep-dependent obstructive sleep apnea (OSA) remains controversial because various criteria have been used to describe it. This study determined the clinical significance of REM-OSA in Koreans using data from patients with sufficient total sleep time (TST) and REM sleep duration. (2) Methods: We investigated 1824 patients with OSA who were diagnosed by polysomnography (PSG). REM-OSA was defined as an overall apnea-hypopnea index (AHI) = 5, NREM-AHI < 15, and REM-AHI/NREM-AHI = 2. Demographic and medical data were collected from digital medical records and sleep questionnaires. We compared clinical and PSG data between REM-OSA and REM sleep-nondependent OSA (nREM-OSA). (3) Results: In total, 140 patients (20.2%) were categorized as REM-OSA. Those patients were predominantly female (53.6% vs. 21.7% of the overall cohort, p < 0.001). REM-OSA is frequent in the mild (69.3% vs. 18.8%) to moderate (30% vs. 27.9%) range of OSA (p < 0.001). (4) Conclusions: The prevalence of REM-OSA was similar to that in previous study findings: frequent in mild to moderate OSA and females, which is consistent with results in Western populations. Our findings suggest that REM-OSA does not have clinical significance as a subtype of OSA.",Included,IC1,10.3390/ijerph192114147,,,
rayyan-642911495,Obstructive sleep apnea diagnosis and beyond using portable monitors.,2024,1,1,,,,,,Abu K and Khraiche ML and Amatoury J,https://pubmed.ncbi.nlm.nih.gov/38070375/,,,,"Obstructive sleep apnea (OSA) is a chronic sleep and breathing disorder with significant health complications, including cardiovascular disease and neurocognitive impairments. To ensure timely treatment, there is a need for a portable, accurate and rapid method of diagnosing OSA. This review examines the use of various physiological signals used in the detection of respiratory events and evaluates their effectiveness in portable monitors (PM) relative to gold standard polysomnography. The primary objective is to explore the relationship between these physiological parameters and OSA, their application in calculating the apnea hypopnea index (AHI), the standard metric for OSA diagnosis, and the derivation of non-AHI metrics that offer additional diagnostic value. It is found that increasing the number of parameters in PMs does not necessarily improve OSA detection. Several factors can cause performance variations among different PMs, even if they extract similar signals. The review also highlights the potential of PMs to be used beyond OSA diagnosis. These devices possess parameters that can be utilized to obtain endotypic and other non-AHI metrics, enabling improved characterization of the disorder and personalized treatment strategies. Advancements in PM technology, coupled with thorough evaluation and validation of these devices, have the potential to revolutionize OSA diagnosis, personalized treatment, and ultimately improve health outcomes for patients with OSA. By identifying the key factors influencing performance and exploring the application of PMs beyond OSA diagnosis, this review aims to contribute to the ongoing development and utilization of portable, efficient, and effective diagnostic tools for OSA.",Excluded,EC-N,10.1016/j.sleep.2023.11.034,,,
