"title","year","authors","url","abstract","notes","doi"
"An exploratory study on the association between serotonin and sleep breathing disorders.","2023","Wieckiewicz M and Martynowicz H and Lavigne G and Lobbezoo F and Kato T and Winocur E and Wezgowiec J and Danel D and Wojakowska A and Mazur G and Smardz J","https://pubmed.ncbi.nlm.nih.gov/37479853/","This exploratory observational study aimed to evaluate whether the blood levels of serotonin and enzymes involved in serotonin synthesis are associated with sleep breathing parameters. A total of 105 patients were included in this study, who were subjected to single-night polysomnography with simultaneous audio-video recordings. Peripheral blood samples were collected to estimate the serum levels of serotonin, tryptophan hydroxylase 1 (TPH1), and aromatic l-amino acid decarboxylase (AADC). Results showed a negative correlation between blood serotonin levels, and oxygen desaturation index (ODI) (p = 0.027), central apnea (p = 0.044) and obstructive apnea (OA) (p = 0.032) scores. Blood TPH1 levels were negatively correlated with average (p = 0.003) and minimal saturation (p = 0.035) and positively correlated with apnea-hypopnea index (p = 0.010), OA (p = 0.049), and hypopnea index (p = 0.007) scores. A tendency to sleep-disordered breathing seemed to co-occur with lower blood serotonin and higher TPH1 levels.Clinical Trial Registration : www.ClinicalTrials.gov , identifier NCT04214561.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.1038/s41598-023-38842-y"
"Isfahan Artificial Intelligence Event 2024, Challenge I: Respiratory Depression Detection.","2026","Kenari AR and Esmaeili N and Tajmirriahi M and Khashei M and Ebrahimpour M and Alinezhad P and Sheikhi E and Loghmani A and Torabi MR and Abruee M and Kiani M and Nekouei F and Fakhar MY and Saghaei M and Moradi MH and Rabbani H","https://pubmed.ncbi.nlm.nih.gov/41608015/","BACKGROUND: The use of sedative drugs during various medical procedures is on the rise, necessitating close monitoring of respiratory function throughout the administration process. Continuous auscultation of tracheal sounds is an effective method for monitoring respiratory status. However, it requires constant attention from the operator, which may not always be feasible.
METHODS: This concept led to the development of a tracheal sound dataset featuring recordings from 16 patients who underwent cataract surgery at Alzahra Hospital, a university hospital in Isfahan, Iran. To ensure accuracy, the dataset was carefully examined with the assistance of an anesthesiology team, providing precise ground truth annotations for respiratory depression (RD) intervals at a resolution of one second. The Isfahan National Elite Foundation hosted the Isfahan artificial intelligence (AI) 2024 events to advance AI-based detection technologies and offered financial support for five challenges, including the competition for detecting RD from tracheal sounds. Twelve teams from various provinces across Iran participated, utilizing a shared dataset for their evaluations.
RESULTS: The teams that achieved the first through third places were Houshmandsazan, Houshava, and Hoopad, with F1-Scores of 65.18%, 50.44%, and 21.73%, respectively. All participating teams utilized deep learning techniques to detect RD intervals, achieving notable performance, yet opportunities for further improvement remain.
CONCLUSION: This paper summarizes the performance of these teams, detailing the metrics used to assess their results and the methodologies employed by the top three competitors.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.4103/jmss.jmss_32_25"
"Application of artificial intelligence in the diagnosis of sleep apnea.","2023","Bazoukis G and Bollepalli SC and Chung CT and Li X and Tse G and Bartley BL and Batool-Anwar S and Quan SF and Armoundas AA","https://pubmed.ncbi.nlm.nih.gov/36856067/","STUDY OBJECTIVES: Machine learning (ML) models have been employed in the setting of sleep disorders. This review aims to summarize the existing data about the role of ML techniques in the diagnosis, classification, and treatment of sleep-related breathing disorders.
METHODS: A systematic search in Medline, EMBASE, and Cochrane databases through January 2022 was performed.
RESULTS: Our search strategy revealed 132 studies that were included in the systematic review. Existing data show that ML models have been successfully used for diagnostic purposes. Specifically, ML models showed good performance in diagnosing sleep apnea using easily obtained features from the electrocardiogram, pulse oximetry, and sound signals. Similarly, ML showed good performance for the classification of sleep apnea into obstructive and central categories, as well as predicting apnea severity. Existing data show promising results for the ML-based guided treatment of sleep apnea. Specifically, the prediction of outcomes following surgical treatment and optimization of continuous positive airway pressure therapy can be guided by ML models.
CONCLUSIONS: The adoption and implementation of ML in the field of sleep-related breathing disorders is promising. Advancements in wearable sensor technology and ML models can help clinicians predict, diagnose, and classify sleep apnea more accurately and efficiently.
CITATION: Bazoukis G, Bollepalli SC, Chung CT, et al. Application of artificial intelligence in the diagnosis of sleep apnea. J Clin Sleep Med. 2023;19(7):1337-1363.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-N""]}","10.5664/jcsm.10532"
"[Craniofacial anatomical characteristics of patients with catathrenia].","2023","Yu M and Hao ZL and Xu LY and Wen YF and Han F and Gao XM","https://pubmed.ncbi.nlm.nih.gov/37381602/","Objective: To analyze whether the upper airway of patients with catathrenia has obstructive manifestations using nasal resistance, craniofacial, and upper airway imaging methods, which could benefit the exploration of the etiology and treatment options. Methods: From August 2012 to September 2019, a total of 57 patients with catathrenia in the Department of Orthodontics at Peking University Hospital of Stomatology were included in the study, including 22 males and 35 females, aged (31.1±10.9) years, with a body mass index of (21.7±2.7) kg/m2. All the patients were diagnosed by full-night polysomnography at the Sleep Division, Peking University People's Hospital, of which 10 patients were combined with obstructive sleep apnea hypopnea syndrome (OSAHS). The median groaning index of patients was 4.8 (1.8, 13.0) events/h. Nasal resistance and cone-beam CT were conducted on the patients, and measurements were performed on the craniofacial structures, upper airway, and surrounding soft tissues, compared with non-snoring normal occlusion individuals' references published by the same research team (144 college students recruited at Peking University and 100 non-snoring young adults with normal occlusion recruited at six universities in Beijing). Results: The total nasal resistance of patients with catathrenia was (0.26±0.08) Pa·cm-3·s-1. The patients had overall well-developed mandibular hard tissues. However, the patients were found with increased FH/BaN (steep anterior cranial base plane), increased MP/FH (forward rotation of the mandible); increased U1/NA and L1/MP (proclined upper and lower incisors). The sagittal diameter of the velopharynx [(19.2±4.5) mm] was significantly larger than the normal reference (t=8.44, P<0.001), while the sagittal diameter at the hypopharynx [(17.4±6.4) mm] was statistically smaller than the normal reference (t=-2.79, P=0.006). Catarhrenia patients combined with OSAHS presented longer soft palate, tongue, and lower hyoid bone than those with primary catathrenia. Conclusions: In patients with catathrenia, the overall craniofacial characteristics are well-developed skeletal structures, lower nasal resistance, proclined upper and lower incisors, wide upper sagittal development of the upper airway and narrow hypopharynx. Groaning sounds might be related to the narrowing of the hypopharynx during sleep.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.3760/cma.j.cn112144-20230429-00175"
"Ethical and Policy Implications of Racial and Ethnic Healthcare Disparities in Sleep Health.","2024","Omenka O and Briggs A and Nunes J and Seixas A and Williams N and Jean-Louis G","https://pubmed.ncbi.nlm.nih.gov/37488315/","Despite efforts in recent years, including in policy and research, to address health disparities in the United States, many of those disparities continue to fester in marginalized racial/ethnic populations. Understanding sleep health disparities is critical in understanding the health and wellness of these groups. Using obstructive sleep apnea (OSA) in Black populations as a focus, this paper presents the role of race and ethnicity in the clinical understanding of sleep health-related issues by medical practitioners and the implications of the lack of clear policies or best practices to guide medical practitioners' attempts to meet sleep-related needs of marginalized racial/ethnic populations. Furthermore, the knowledge gap may be further complicated by the poor understanding and integration of existing evidence with the many, complex, sleep-associated co-morbidities. Policymaking in this area ought to be based on the ethical implications of disparate sleep-related health outcomes by race and ethnicity. So, we conclude by offering recommendations for developing ethically sound policies for addressing sleep problems in marginalized racial and ethnic populations.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-N""]}","10.1007/s40615-023-01716-0"
"Snoring: a source of noise pollution and sleep apnea predictor.","2020","Sowho M and Sgambati F and Guzman M and Schneider H and Schwartz A","https://pubmed.ncbi.nlm.nih.gov/31837267/","Snoring is a highly prevalent condition associated with obstructive sleep apnea (OSA) and sleep disturbance in bed partners. Objective measurements of snoring in the community, however, are limited. The present study was designed to measure sound levels produced by self-reported habitual snorers in a single night. Snorers were excluded if they reported nocturnal gasping or had severe obesity (BMI > 35 kg/m2). Sound was measured by a monitor mounted 65 cm over the head of the bed on an overnight sleep study. Snoring was defined as sound ≥40 dB(A) during flow limited inspirations. The apnea hypopnea index (AHI) and breath-by-breath peak decibel levels were measured. Snore breaths were tallied to determine the frequency and intensity of snoring. Regression models were used to determine the relationship between objective measures of snoring and OSA (AHI ≥ 5 events/h). The area under the curve (AUC) for the receiver operating characteristic (ROC) was used to predict OSA. Snoring intensity exceeded 45 dB(A) in 66% of the 162 participants studied, with 14% surpassing the 53 dB(A) threshold for noise pollution. Snoring intensity and frequency were independent predictors of OSA. AUCs for snoring intensity and frequency were 77% and 81%, respectively, and increased to 87% and 89%, respectively, with the addition of age and sex as predictors. Snoring represents a source of noise pollution in the bedroom and constitutes an important target for mitigating sound and its adverse effects on bed partners. Precise breath-by-breath identification and quantification of snoring also offers a way to risk stratify otherwise healthy snorers for OSA.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Included""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""IC-P, IC-I, IC-C, IC-E""]}","10.1093/sleep/zsz305"
"Systemic Lupus Erythematosus Presenting As Constrictive Pericarditis.","2020","Gumireddy SR and Chaliki HP and Cummings KW and Freeman WK","https://pubmed.ncbi.nlm.nih.gov/32912029/","","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""NO ABSTRACT""]}","10.1161/circimaging.119.010254"
"Pioneering Contactless Sleep Apnea Detection: Harnessing the Power of Smartphones.","2025","Zhou G and Li Y and Yan H and Zhao W and Zhang Y and Zeng Z","https://pubmed.ncbi.nlm.nih.gov/41336929/","Obstructive Sleep Apnea (OSA) is a prevalent sleep disorder marked by disrupted sleep and intermittent hypoxia, which is significantly associated with increased cardiovascular risks, including hypertension, atrial fibrillation, and heart failure. Early recognition and appropriate treatment of OSA are essential to mitigate these health risks. This study presents a novel contactless screening system designed to assess OSA risk using commercially available smartphones equipped with inertial measurement units (IMU) and microphones (MIC). By capturing sleep-related physiological signals, including respiration patterns, heart rate, and snoring, the system computes a Respiratory Event Index (REI). A clinical trial with 293 participants was conducted to validate the system, revealing a strong correlation (r = 0.887) between the estimated REI and the Apnea-Hypopnea Index (AHI) derived from polysomnography (PSG). The system achieved a sensitivity of 84.11% and a specificity of 92. 91% to identify severe OSA. Furthermore, the study examined an IMU-only mode to address audio privacy concerns, confirming the utility of motion-based data for screening. These findings underscore the effectiveness of smartphone sensors in providing a reliable alternative for OSA screening, promising improved early detection and intervention strategies in clinical practice.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Included""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""IC-P, IC-I, IC-C, IC-E""]}","10.1109/embc58623.2025.11252641"
"Sleep apnea severity based on estimated tidal volume and snoring features from tracheal signals.","2022","Montazeri Ghahjaverestan N and Saha S and Kabir M and Gavrilovic B and Zhu K and Yadollahi A","https://pubmed.ncbi.nlm.nih.gov/34553793/","Sleep apnea can be characterized by reductions in the respiratory tidal volume. Previous studies showed that the tidal volume can be estimated from tracheal sounds and movements called tracheal signals. Additionally, tracheal sounds include the sounds of snoring, a common symptom of obstructive sleep apnea. This study investigates the feasibility of estimating the severity of sleep apnea, as quantified by the apnea/hypopnea index (AHI), using the estimated tidal volume and snoring sounds extracted from tracheal signals. Tracheal signals were recorded simultaneously with polysomnography (PSG). The tidal volume was estimated from tracheal signals. The reductions in the tidal volume were detected as potential respiratory events. Additionally, features related to snoring sounds, which quantified variability, temporal clusters, and dominant frequency of snores, were extracted. A step-wise regression model and a greedy search algorithm were used sequentially to select the optimal set of features to estimate the apnea/hypopnea index and classify participants into healthy individuals and patients with sleep apnea. Sixty-one participants with suspected sleep apnea (age: 51 ± 16, body mass index: 29.5 ± 6.4 kg/m2 , apnea/hypopnea index: 20.2 ± 21.2 event/h) who were referred for a sleep test were recruited. The estimated apnea/hypopnea index was strongly correlated with the polysomnography-based apnea/hypopnea index (R2  = 0.76, p < 0.001). The accuracy of detecting sleep apnea for the apnea/hypopnea index cutoff of 15 events/h was 78.69% and 83.61% with and without using snore-related features. These findings suggest that acoustic estimation of airflow and snore-related features can provide a convenient and reliable method for screening of sleep apnea.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-W""]}","10.1111/jsr.13490"
"Snoring and aortic dimension in Marfan syndrome.","2023","Sowho M and Potocki M and Sgambati F and Neptune E","https://pubmed.ncbi.nlm.nih.gov/36619986/","Recent reports suggest that self-reported snoring, which is a feature of obstructive sleep apnea, is associated with aortic enlargement in Marfan syndrome (MFS). Objective assessment of snoring although lacking, could provide a rational for OSA screening in MFS patients. Our goal in this study was to examine the association between objective measurements of snoring with OSA and aortic size in persons with MFS. Consecutive persons with MFS who reported snoring were recruited at Johns Hopkins, completed the Epworth Sleepiness Scale (ESS) and underwent overnight polysomnography during which inspiratory sound was captured. We measured breath-by-breath peak decibel levels and snoring was defined as flow limitation with sound ≥ 40 dB(A). OSA was defined as an apnea-hypopnea-index (AHI) ≥ 15 or AHI: 5-15 and ESS > 10. Participants' aortic data were collated to ascertain aortic root diameter. Regression models were used to determine the relationship of snoring breath% with OSA and aortic root diameter. In our cohort (M|F:13|16, Age: 37.0 ± 15.5 years, Aortic diameter; 38.9 ± 4.8 mm), a 1-unit increase in snoring breath percentage increased the odds of having OSA by 5% in both the unadjusted (OR = 1.05, p = 0.040) model, and a model adjusted for age and sex (OR = 1.05, p = 0.048). Similarly, a 10-unit increase in snoring breath percentage was associated with a 1 mm increase in contemporaneous aortic-root-diameter in both unadjusted (β = 0.09, p = 0.007), and adjusted (β = 0.08, p = 0.023) models. Objective snoring assessment could provide a means for identifying persons with MFS who need sleep studies, who may also be at risk for more severe aortic disease.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.1007/s41105-022-00413-5"
"Screening Severe Obstructive Sleep Apnea in Children with Snoring.","2021","Hsieh HS and Kang CJ and Chuang HH and Zhuo MY and Lee GS and Huang YS and Chuang LP and Kuo TB and Yang CC and Lee LA and Li HY","https://pubmed.ncbi.nlm.nih.gov/34206981/","Efficient screening for severe obstructive sleep apnea (OSA) is important for children with snoring before time-consuming standard polysomnography. This retrospective cross-sectional study aimed to compare clinical variables, home snoring sound analysis, and home sleep pulse oximetry on their predictive performance in screening severe OSA among children who habitually snored. Study 1 included 9 (23%) girls and 30 (77%) boys (median age of 9 years). Using univariate logistic regression models, 3% oxygen desaturation index (ODI3) ≥ 6.0 events/h, adenoidal-nasopharyngeal ratio (ANR) ≥ 0.78, tonsil size = 4, and snoring sound energy of 801-1000 Hz ≥ 22.0 dB significantly predicted severe OSA in descending order of odds ratio. Multivariate analysis showed that ODI3 ≥ 6.0 events/h independently predicted severe pediatric OSA. Among several predictive models, the combination of ODI3, tonsil size, and ANR more optimally screened for severe OSA with a sensitivity of 91% and a specificity of 94%. In Study 2 (27 (27%) girls and 73 (73%) boys; median age, 7 years), this model was externally validated to predict severe OSA with an accuracy of 76%. Our results suggested that home sleep pulse oximetry, combined with ANR, can screen for severe OSA more optimally than ANR and tonsil size among children with snoring.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-1""]}","10.3390/diagnostics11071168"
"Automatic snoring detection using a hybrid 1D-2D convolutional neural network.","2023","Li R and Li W and Yue K and Zhang R and Li Y","https://pubmed.ncbi.nlm.nih.gov/37640790/","Snoring, as a prevalent symptom, seriously interferes with life quality of patients with sleep disordered breathing only (simple snorers), patients with obstructive sleep apnea (OSA) and their bed partners. Researches have shown that snoring could be used for screening and diagnosis of OSA. Therefore, accurate detection of snoring sounds from sleep respiratory audio at night has been one of the most important parts. Considered that the snoring is somewhat dangerously overlooked around the world, an automatic and high-precision snoring detection algorithm is required. In this work, we designed a non-contact data acquire equipment to record nocturnal sleep respiratory audio of subjects in their private bedrooms, and proposed a hybrid convolutional neural network (CNN) model for the automatic snore detection. This model consists of a one-dimensional (1D) CNN processing the original signal and a two-dimensional (2D) CNN representing images mapped by the visibility graph method. In our experiment, our algorithm achieves an average classification accuracy of 89.3%, an average sensitivity of 89.7%, an average specificity of 88.5%, and an average AUC of 0.947, which surpasses some state-of-the-art models trained on our data. In conclusion, our results indicate that the proposed method in this study could be effective and significance for massive screening of OSA patients in daily life. And our work provides an alternative framework for time series analysis.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Included""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""IC-P, IC-I, IC-C, IC-E""]}","10.1038/s41598-023-41170-w"
"Automatic classification of excitation location of snoring sounds.","2021","Sun J and Hu X and Peng S and Peng CK and Ma Y","https://pubmed.ncbi.nlm.nih.gov/33560203/","STUDY OBJECTIVES: For surgical treatment of patients with obstructive sleep apnea-hypopnea syndrome, it is crucial to locate accurately the obstructive sites in the upper airway; however, noninvasive methods for locating the obstructive sites have not been well explored. Snoring, as the cardinal symptom of obstructive sleep apnea-hypopnea syndrome, should contain information that reflects the state of the upper airway. Through the classification of snores produced at four different locations, this study aimed to test the hypothesis that snores generated by various obstructive sites differ.
METHODS: We trained and tested our model on a public data set that comprised 219 participants. For each snore episode, an acoustic and a physiological feature were extracted and concatenated, forming a 59-dimensional fusion feature. A principal component analysis and a support machine vector were used for dimensional reduction and snore classification. The performance of the proposed model was evaluated using several metrics: sensitivity, precision, specificity, area under the receiver operating characteristic curve, and F1 score.
RESULTS: The unweighted average values of sensitivity, precision, specificity, area under the curve, and F1 were 86.36%, 89.09%, 96.4%, 87.9%, and 87.63%, respectively. The model achieved 98.04%, 80.56%, 72.73%, and 94.12% sensitivity for types V (velum), O (oropharyngeal), T (tongue), and E (epiglottis) snores.
CONCLUSIONS: The characteristics of snores are related to the state of the upper airway. The machine-learning-based model can be used to locate the vibration sites in the upper airway.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Included""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""IC-P, IC-I, IC-C, IC-E""]}","10.5664/jcsm.9094"
"Snoring, obstructive sleep apnea, and upper respiratory tract infection in elementary school children in Japan.","2024","Kitazawa T and Wada H and Onuki K and Furuya R and Miyakawa M and Zhu Q and Ueda Y and Sato S and Kameda Y and Nakano H and Gozal D and Tanigawa T","https://pubmed.ncbi.nlm.nih.gov/37837496/","PURPOSE: Both obstructive sleep apnea (OSA) and the common cold are disorders of the upper respiratory tract, and may be associated. However, studies on the association between OSA and upper respiratory tract infections (URTI) in children are scarce. The aim of this study was to investigate possible associations between snoring, the severity of OSA, and URTI in elementary school children.
METHODS: This was a cross-sectional study in a community cohort of elementary school children (first and second graders) in Japan. Information on sleep habits, history of URTI, and OSA risk was obtained from a parental questionnaire. Children underwent overnight tracheal sound recordings from which apnea-hypopnea index was estimated. Multivariable logistic analysis was employed to define the association between snoring, OSA, and URTI ≥ 3 episodes over six months.
RESULTS: Of the 922 potential enrollees, 653 children and their parents (71%) agreed to participate in the study. Multivariable-adjusted ORs for URTI were 1.73 (95%CI: 1.16 to 2.59) in children who snored 1 to 4 nights per week and 2.82 (95%CI: 1.26 to 6.28) in snoring ≥ 5 nights per week compared with never snoring (reference). Likewise, subjectively reported louder snoring, as well as objectively defined louder sound levels, were significantly associated with URTI. In addition, OR for URTI in children with an estimated apnea-hypopnea index ≥ 2.0 events/hour was 2.65 (95%CI: 1.32 to 5.31) compared to children with apnea-hypopnea index less than 1.0 events/hour (reference).
CONCLUSIONS: Snoring and severity of OSA as measured by nocturnal tracheal sound recordings were associated with increased susceptibility to URTI in elementary school children.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-1""]}","10.1007/s11325-023-02932-y"
"Barriers and communication behaviors impacting referral to sleep surgery: qualitative patient perspectives.","2023","Ikeda AK and McShay C and Marsh R and Saini S and Sardesai M and Boss EF and Weaver EM","https://pubmed.ncbi.nlm.nih.gov/36591793/","STUDY OBJECTIVES: Physician-patient interactions influence the immediate encounter and leave lasting impressions for future health care encounters. We aimed to understand patient experiences and decision-making for considering sleep surgery, in terms of barriers and communication behaviors that facilitate or hinder referral for consideration of sleep surgery management of obstructive sleep apnea (OSA) when continuous positive airway pressure (CPAP) therapy has failed.
METHODS: We employed qualitative methods, using semistructured interviews of adults with OSA who presented for sleep surgery consultation after unsatisfactory therapy with CPAP. Open-ended questions traced symptoms and progression of sleep apnea burden, trials of noninvasive OSA therapies, outcomes, and patient expectations and concerns. The interviews were audio-recorded, transcribed, and analyzed using content analysis to identify themes.
RESULTS: Ten adult patients with OSA were enrolled March through April 2021 and reached predominant thematic saturation. Barriers to sleep surgery consultation included: (1) delays in OSA diagnosis due to limited OSA awareness among patients or primary providers and patients' perceived inconvenience of sleep testing, (2) patients faulted for slow progress, (3) patient-reported lack of urgency by providers in troubleshooting noninvasive management options, (4) scheduling delays and waitlists, and (5) cost. Patients were receptive to noninvasive treatment options, but inadequate improvement led to frustration after multiple encounters. Patients appreciated empathetic providers who shared information through transparent and understandable explanations and who presented multiple treatment options.
CONCLUSIONS: Experiences of patients with OSA highlight the need for shared decision-making through improved communication of unresolved concerns and alternative management options, including timely referral for sleep surgery consultation when indicated.
CITATION: Ikeda AK, McShay C, Marsh R, et al. Barriers and communication behaviors impacting referral to sleep surgery: qualitative patient perspectives. J Clin Sleep Med. 2023;19(1):111-117.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-0""]}","10.5664/jcsm.10260"
"Use of ultrasonography in the evaluation of patients with sleep apnea: a systematic review.","2024","de Angelo LA and Pereira FL and Duarte BB and Cahali MB","https://pubmed.ncbi.nlm.nih.gov/39106548/","OBJECTIVES: This study aims to review the current role of various ultrasonographic methods in the evaluation of the upper airway in patients with obstructive sleep apnea.
METHODS: A literature review was performed on the medical databases: Pubmed, Web of Science, Scopus and Embase. After analyzing the available studies, six of them were selected for data extraction.
RESULTS: All selected studies demonstrated that it is possible to use ultrasonography as a method of evaluating the upper airway. Studies with gray-scale ultrasound concluded that the lateral pharyngeal wall and tongue are thicker in patients with obstructive sleep apnea compared to non-apneic patients. Moreover, studies with tissue characterization ultrasound, nowadays called quantitative ultrasound, have identified unique features in obstructive sleep apnea patients: standardized backscatter ultrasonography demonstrated that this particular sound wave analysis is associated with the severity of obstructive sleep apnea. Ultrasonography with elastography shows that the electrical stimulus generated in the hypoglossal nerve results in greater stiffness on the side of the tongue that is stimulated; whereas studies show conflicting results regarding the evaluation of baseline tongue stiffness in obstructive sleep apnea patients compared to non-apneic subjects.
CONCLUSION: There is feasibility of different methods of ultrasonographic evaluation of the upper airway, with emphasis on ultrasonographic methods of tissue characterization, such as elastography, which proved to be a promising method of evaluating the mechanical properties of the muscles involved in the pathogenesis of obstructive sleep apnea and which require further studies for a better elucidation of its applicability.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-N""]}","10.1016/j.bjorl.2024.101468"
"Correlation between snoring sounds and obstructive sleep apnea in adults: a meta-regression analysis.","2022","Chiang JK and Lin YC and Lu CM and Kao YH","https://pubmed.ncbi.nlm.nih.gov/36419807/","OBJECTIVE: Snoring is a dominant clinical symptom in patients with obstructive sleep apnea (OSA), and analyzing snoring sounds might be a potential alternative to polysomnography (PSG) for the assessment of OSA. This study aimed to systematically examine the correlation between the snoring sounds and the apnea-hypopnea index (AHI) as the measures of OSA severity.
MATERIAL AND METHODS: A comprehensive literature review using the MEDLINE, Embase, Cochrane Library, Scopus, and PubMed databases identified the published studies reporting the correlations between and severity of snoring and the AHI values by meta-regression analysis.
RESULTS: In total, 13 studies involving 3,153 adult patients were included in this study. The pooled correlation coefficient for snoring sounds and AHI values was 0.71 (95%CI: 0.49, 0.85) from the random-effects meta-analysis with the Knapp and Hartung adjustment. The I 2 and chi-square Q test demonstrated significant heterogeneity (97.6% and p<0.001). After adjusting for the effects of the other covariates, the mean value of the Fisher's r-to-z transformed correlation coefficient would have 0.80 less by the snoring rate (95%CI = -1.02, -0.57), 1.46 less by the snoring index (95%CI = -1.85, -1.07), and 0.21 less in the mean body mass index (95%CI = -0.31, -0.11), but 0.15 more in the mean age (95%CI = 0.10, 0.20). It fitted the data very well (R 2=0.9641).
CONCLUSION: A high correlation between the severity of snoring and the AHI was found in the studies with PSG. As compared to the snoring rate and the snoring index, the snoring intensity, the snoring frequency, and the snoring time interval index were more sensitive measures for the severity of snoring.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-N""]}","10.5935/1984-0063.20220068"
"Diagnosis of sleep apnea without sensors on the patient's face.","2020","Sabil A and Marien C and LeVaillant M and Baffet G and Meslier N and Gagnadoux F","https://pubmed.ncbi.nlm.nih.gov/32267226/","STUDY OBJECTIVES: Thermistors, nasal cannulas, and respiratory inductance plethysmography (RIP) are the recommended reference sensors of the American Academy of Sleep Medicine (AASM) for the detection and characterization of apneas and hypopneas; however, these sensors are not well tolerated by patients and have poor scorability. We evaluated the performance of an alternative method using a combination of tracheal sounds (TSs) and RIP signals.
METHODS: Consecutive recordings of 70 adult patients from the Pays de la Loire Sleep Cohort were manually scored in random order using the AASM standard signals and the combination TS and RIP signals, without respiratory sensors placed on the patient's face. The TS-RIP scoring used the TS and RIP-flow signals for detection of apneas and hypopneas, respectively, and the suprasternal pressure and RIP belt signals for the characterization of apneas.
RESULTS: Sensitivity and specificity of the TS-RIP combination were 96.21% and 91.34% for apnea detection and 89.94% and 93.25% for detecting hypopneas, respectively, with a kappa coefficient of 0.87. For the characterization of apneas, sensitivity and specificity were 98.67% and 96.17% for obstructive apneas, 92.66% and 99.36% for mixed apneas, and 96.14% and 98.89% for central apneas, respectively, with a kappa coefficient of 0.94. The TS-RIP scoring revealed a high agreement for classifying obstructive sleep apnea into severity classes (none, mild, moderate, and severe obstructive sleep apnea) with a Cohen's kappa coefficient of 0.96.
CONCLUSIONS: Compared with the AASM reference sensors, the TS-RIP combination allows reliable noninvasive detection and characterization of respiratory events with a high degree of sensitivity and specificity. TS-RIP combination could be used for diagnosis of obstructive sleep apnea in adults, either as an alternative to the AASM sensors or in combination with the recommended AASM sensors.","RAYYAN-INCLUSION: {""─Éß║╖ng Gia""=>""Excluded""} | USER-NOTES: {""─Éß║╖ng Gia""=>[""EC-W""]}","10.5664/jcsm.8460"
