title,authors,year,doi,source,url,population,intervention,comparison,outcomes,study_type,confidence_score,abstract
LG-Sleep: Local and Global Temporal Dependencies for Mice Sleep Scoring,Shadi Sartipi; Mie Andersen; Natalie Hauglund; Celia Kjaerby; Verena Untiet; Maiken Nedergaard; Mujdat Cetin,2024.0,,arxiv,http://arxiv.org/abs/2412.15412v1,mice,"LG-Sleep, a deep neural network architecture for sleep scoring using EEG signals",conventional deep neural networks,superior performance in sleep stage scoring; good performance across different sleep stages,,0.9,"Efficiently identifying sleep stages is crucial for unraveling the intricacies of sleep in both preclinical and clinical research. The labor-intensive nature of manual sleep scoring, demanding substantial expertise, has prompted a surge of interest in automated alternatives. Sleep studies in mice play a significant role in understanding sleep patterns and disorders and underscore the need for robust scoring methodologies. In response, this study introduces LG-Sleep, a novel subject-independent deep neural network architecture designed for mice sleep scoring through electroencephalogram (EEG) signals. LG-Sleep extracts local and global temporal transitions within EEG signals to categorize sleep data into three stages: wake, rapid eye movement (REM) sleep, and non-rapid eye movement (NREM) sleep. The model leverages local and global temporal information by employing time-distributed convolutional neural networks to discern local temporal transitions in EEG data. Subsequently, features derived from the convolutional filters traverse long short-term memory blocks, capturing global transitions over extended periods. Crucially, the model is optimized in an autoencoder-decoder fashion, facilitating generalization across distinct subjects and adapting to limited training samples. Experimental findings demonstrate superior performance of LG-Sleep compared to conventional deep neural networks. Moreover, the model exhibits good performance across different sleep stages even when tasked with scoring based on limited training samples."
Clustering and Data Augmentation to Improve Accuracy of Sleep Assessment and Sleep Individuality Analysis,Shintaro Tamai; Masayuki Numao; Ken-ichi Fukui,2024.0,,arxiv,http://arxiv.org/abs/2404.10299v2,Individuals monitoring sleep at home,Machine learning-based sleep assessment model utilizing sleep sounds,,High accuracy of 94.8% in distinguishing sleep satisfaction; Differences in impactful sound event types and timings for different individuals,,0.9,"Recently, growing health awareness, novel methods allow individuals to monitor sleep at home. Utilizing sleep sounds offers advantages over conventional methods like smartwatches, being non-intrusive, and capable of detecting various physiological activities. This study aims to construct a machine learning-based sleep assessment model providing evidence-based assessments, such as poor sleep due to frequent movement during sleep onset. Extracting sleep sound events, deriving latent representations using VAE, clustering with GMM, and training LSTM for subjective sleep assessment achieved a high accuracy of 94.8% in distinguishing sleep satisfaction. Moreover, TimeSHAP revealed differences in impactful sound event types and timings for different individuals."
TILES-2018 Sleep Benchmark Dataset: A Longitudinal Wearable Sleep Data Set of Hospital Workers for Modeling and Understanding Sleep Behaviors,Tiantian Feng; Brandon M Booth; Karel Mundnich; Emily Zhou; Benjamin Girault; Kristina Lerman; Shrikanth Narayanan,2025.0,,arxiv,http://arxiv.org/abs/2507.03520v1,139 hospital employees,wearable sensing technology (wrist-worn devices) for monitoring sleep patterns,,sleep quality; stress; anxiety; sleep duration; sleep stages; sleep diaries,Longitudinal study,0.9,"Sleep is important for everyday functioning, overall well-being, and quality of life. Recent advances in wearable sensing technology have enabled continuous, noninvasive, and cost-effective monitoring of sleep patterns in real-world natural living settings. Wrist-worn devices, in particular, are capable of tracking sleep patterns using accelerometers and heart rate sensors. To support sleep research in naturalistic environments using wearable sensors, we introduce the TILES-2018 Sleep Benchmark dataset, which we make publicly available to the research community. This dataset was collected over a 10-week period from 139 hospital employees and includes over 6,000 unique sleep recordings, alongside self-reported survey data from each participant, which includes sleep quality, stress, and anxiety among other measurements. We present in-depth analyses of sleep patterns by combining the TILES-2018 Sleep Benchmark dataset with a previously released dataset (TILES-2018), which follows a similar study protocol. Our analyses include sleep duration, sleep stages, and sleep diaries. Moreover, we report machine learning benchmarks using this dataset as a testbed for tasks including sleep stage classification, prediction of self-reported sleep quality, and classifying demographics. Overall, this dataset provides a valuable resource for advancing foundational studies in sleep behavior modeling."
Pretraining on Sleep Data Improves non-Sleep Biosignal Tasks,William Lehn-SchiÃ¸ler; Magnus Ruud KjÃ¦r; Phillip Hempel; Magnus Guldberg Pedersen; Rahul Thapa; Bryan He; Nicolai Spicher; Andreas Brink-Kjaer; Lars Kai Hansen; Emmanuel Mignot,2026.0,,arxiv,http://arxiv.org/abs/2605.02500v1,,sleep-only multimodal contrastive pretraining,training from scratch,improved performance on downstream tasks; performance competitive with or surpassing prior specialized state-of-the-art and foundation models,,0.9,"Sleep foundation models have recently demonstrated strong performance on in-domain polysomnography tasks, including sleep staging, apnea detection, and disease risk prediction. In this work, we investigate whether sleep biosignals can serve as an effective pretraining distribution for learning representations that transfer beyond sleep to adjacent domains. Following sleep foundation models, we perform sleep-only multimodal contrastive pretraining (with a leave-one-out objective) and evaluate transfer to non-sleep EEG and ECG, two well-benchmarked biosignal modalities with heterogeneous datasets and clinically meaningful downstream tasks. Across eight downstream tasks spanning multiple EEG and ECG datasets, sleep pretraining consistently improves performance relative to training from scratch. Moreover, on several tasks, we achieve performance competitive with or surpassing prior specialized state-of-the-art and foundation models."
Multimodal Sleep Stage and Sleep Apnea Classification Using Vision Transformer: A Multitask Explainable Learning Approach,Kianoosh Kazemi; Iman Azimi; Michelle Khine; Rami N. Khayat; Amir M. Rahmani; Pasi Liljeberg,2025.0,,arxiv,http://arxiv.org/abs/2502.17486v1,Individuals undergoing sleep stage and sleep disorder classification,1D-Vision Transformer for simultaneous classification of sleep stages and sleep disorders,,Overall accuracy of 78% (Cohen's Kappa 0.66) for five-stage sleep classification; Overall accuracy of 74% (Cohen's Kappa 0.58) for sleep apnea classification,,0.9,"Sleep is an essential component of human physiology, contributing significantly to overall health and quality of life. Accurate sleep staging and disorder detection are crucial for assessing sleep quality. Studies in the literature have proposed PSG-based approaches and machine-learning methods utilizing single-modality signals. However, existing methods often lack multimodal, multilabel frameworks and address sleep stages and disorders classification separately. In this paper, we propose a 1D-Vision Transformer for simultaneous classification of sleep stages and sleep disorders. Our method exploits the sleep disorders' correlation with specific sleep stage patterns and performs a simultaneous identification of a sleep stage and sleep disorder. The model is trained and tested using multimodal-multilabel sensory data (including photoplethysmogram, respiratory flow, and respiratory effort signals). The proposed method shows an overall accuracy (cohen's Kappa) of 78% (0.66) for five-stage sleep classification and 74% (0.58) for sleep apnea classification. Moreover, we analyzed the encoder attention weights to clarify our models' predictions and investigate the influence different features have on the models' outputs. The result shows that identified patterns, such as respiratory troughs and peaks, make a higher contribution to the final classification process."
Sleep syndromes onset detection based on automatic sleep staging algorithm,Tim Cvetko; Tinkara Robek,2021.0,,arxiv,http://arxiv.org/abs/2107.03387v1,"Individuals with sleep syndromes, including restless leg syndrome and insomnia",A novel method for predicting early onsets of sleep syndromes using a Fast Fourier Transform and a deep convolutional LSTM neural network for sleep stage classification,,Accuracy of 86.43; Precision of 77.76; Recall of 93.32; F1-score of 89.12; Mean false error loss of 0.09,,0.9,"In this paper, we propose a novel method and a practical approach to predicting early onsets of sleep syndromes, including restless leg syndrome, insomnia, based on an algorithm that is comprised of two modules. A Fast Fourier Transform is applied to 30 seconds long epochs of EEG recordings to provide localized time-frequency information, and a deep convolutional LSTM neural network is trained for sleep stage classification. Automating sleep stages detection from EEG data offers great potential to tackling sleep irregularities on a daily basis. Thereby, a novel approach for sleep stage classification is proposed which combines the best of signal processing and statistics. In this study, we used the PhysioNet Sleep European Data Format (EDF) Database. The code evaluation showed impressive results, reaching an accuracy of 86.43, precision of 77.76, recall of 93,32, F1-score of 89.12 with the final mean false error loss of 0.09."
Continuous Sleep Depth Index Annotation with Deep Learning Yields Novel Digital Biomarkers for Sleep Health,Songchi Zhou; Ge Song; Haoqi Sun; Yue Leng; M. Brandon Westover; Shenda Hong,2024.0,,arxiv,http://arxiv.org/abs/2407.04753v2,"Participants in four large-scale cohorts with polysomnography recordings, including those with sleep apnea, insomnia, poor subjective sleep quality, hypertension, and cardiovascular disease.",Deep learning method for automatic and scalable annotation of continuous sleep depth index (SDI) using existing discrete sleep staging labels.,,"Decrease in sleep depth index correlated with increase in duration of arousal; Higher prevalence of sleep apnea, insomnia, poor subjective sleep quality, hypertension, and cardiovascular disease in disturbed sleep group; 42% increased risk of mortality (hazard ratio 1.42, 95% CI 1.24-1.62); 29% increased risk of fatal cardiovascular disease (hazard ratio 1.29, 95% CI 1.00-1.67)",Cohort study,0.9,"Traditional sleep staging categorizes sleep and wakefulness into five coarse-grained classes, overlooking subtle variations within each stage. It provides limited information about the duration of arousal and may hinder research on sleep fragmentation and relevant sleep disorders. To address this issue, we propose a deep learning method for automatic and scalable annotation of continuous sleep depth index (SDI) using existing discrete sleep staging labels. Our approach was validated using polysomnography from over 10,000 recordings across four large-scale cohorts. The results showcased a strong correlation between the decrease in sleep depth index and the increase in duration of arousal. Specific case studies indicated that the sleep depth index captured more nuanced sleep structures than conventional sleep staging. Gaussian mixture models based on the digital biomarkers extracted from the sleep depth index identified two subtypes of sleep, where participants in the disturbed sleep group had a higher prevalence of sleep apnea, insomnia, poor subjective sleep quality, hypertension, and cardiovascular disease. The disturbed subtype was associated with a 42% (hazard ratio 1.42, 95% CI 1.24-1.62) increased risk of mortality and a 29% (hazard ratio 1.29, 95% CI 1.00-1.67) increased risk of fatal cardiovascular disease. Our study underscores the utility of the proposed method for continuous sleep depth annotation, which could reveal more detailed information about the sleep structure and yield novel digital biomarkers for routine clinical use in sleep medicine."
Stanford Sleep Bench: Evaluating Polysomnography Pre-training Methods for Sleep Foundation Models,Magnus Ruud Kjaer; Rahul Thapa; Gauri Ganjoo; Hyatt Moore; Poul Joergen Jennum; Brandon M. Westover; James Zou; Emmanuel Mignot; Bryan He; Andreas Brink-Kjaer,2025.0,,arxiv,http://arxiv.org/abs/2512.09591v1,Patients undergoing polysomnography (PSG) for sleep analysis,Self-supervised representation learning (SSRL) pre-training methods,,Performance in sleep staging; Performance in apnea diagnosis; Performance in age estimation; Performance in disease and mortality prediction,Evaluation study,0.9,"Polysomnography (PSG), the gold standard test for sleep analysis, generates vast amounts of multimodal clinical data, presenting an opportunity to leverage self-supervised representation learning (SSRL) for pre-training foundation models to enhance sleep analysis. However, progress in sleep foundation models is hindered by two key limitations: (1) the lack of a shared dataset and benchmark with diverse tasks for training and evaluation, and (2) the absence of a systematic evaluation of SSRL approaches across sleep-related tasks. To address these gaps, we introduce Stanford Sleep Bench, a large-scale PSG dataset comprising 17,467 recordings totaling over 163,000 hours from a major sleep clinic, including 13 clinical disease prediction tasks alongside canonical sleep-related tasks such as sleep staging, apnea diagnosis, and age estimation. We systematically evaluate SSRL pre-training methods on Stanford Sleep Bench, assessing downstream performance across four tasks: sleep staging, apnea diagnosis, age estimation, and disease and mortality prediction. Our results show that multiple pretraining methods achieve comparable performance for sleep staging, apnea diagnosis, and age estimation. However, for mortality and disease prediction, contrastive learning significantly outperforms other approaches while also converging faster during pretraining. To facilitate reproducibility and advance sleep research, we will release Stanford Sleep Bench along with pretrained model weights, training pipelines, and evaluation code."
A Systematic Review on Sleep Stage Classification and Sleep Disorder Detection Using Artificial Intelligence,Tayab Uddin Wara; Ababil Hossain Fahad; Adri Shankar Das; Md. Mehedi Hasan Shawon,2024.0,,arxiv,http://arxiv.org/abs/2405.11008v3,Individuals undergoing sleep studies,Artificial Intelligence approaches for sleep stage classification and sleep disorder detection,,Accuracy up to 83.75%; F1 score of 45%; Kappa of 36.25%; Sensitivity of 31.25%; Specificity of 30%,Systematic Review,0.9,"Sleep is vital for people's physical and mental health, and sound sleep can help them focus on daily activities. Therefore, a sleep study that includes sleep patterns and sleep disorders is crucial to enhancing our knowledge about individuals' health status. This study aims to provide a comprehensive, systematic review of the recent literature to analyze the different approaches and their outcomes in sleep studies, which includes works on ""sleep stages classification"" and ""sleep disorder detection"" using AI. In this review, 183 articles were initially selected from different journals, among which 80 records were enlisted for explicit review, ranging from 2016 to 2023. Brain waves were the most commonly employed body parameters for sleep staging and disorder studies (almost 29% of the research used brain activity signals exclusively, and 77% combined with the other signals). The convolutional neural network (CNN), the most widely used of the 34 distinct artificial intelligence models, comprised 27%. The other models included the long short-term memory (LSTM), support vector machine (SVM), random forest (RF), and recurrent neural network (RNN), which consisted of 11%, 6%, 6%, and 5% sequentially. For performance metrics, accuracy was widely used for a maximum of 83.75% of the cases, the F1 score of 45%, Kappa of 36.25%, Sensitivity of 31.25%, and Specificity of 30% of cases, along with the other metrics. This article would help physicians and researchers get the gist of AI's contribution to sleep studies and the feasibility of their intended work."
Personalised recommendations of sleep behaviour with neural networks using sleep diaries captured in Sleepio,Alejo Nevado-Holgado; Colin Espie; Maria Liakata; Alasdair Henry; Jenny Gu; Niall Taylor; Kate Saunders; Tom Walker; Chris Miller,2022.0,,arxiv,http://arxiv.org/abs/2208.00033v1,people with sleep difficulty,personalised recommendations of sleep behaviour using a neural network based on sleep diaries,standard statistical methods,more accurate predictions of sleep quality; personalised recommendations for sleep habits; confidence intervals for predictions,Cohort study,0.9,"SleepioTM is a digital mobile phone and web platform that uses techniques from cognitive behavioural therapy (CBT) to improve sleep in people with sleep difficulty. As part of this process, Sleepio captures data about the sleep behaviour of the users that have consented to such data being processed. For neural networks, the scale of the data is an opportunity to train meaningful models translatable to actual clinical practice. In collaboration with Big Health, the therapeutics company that created and utilizes Sleepio, we have analysed data from a random sample of 401,174 sleep diaries and built a neural network to model sleep behaviour and sleep quality of each individual in a personalised manner. We demonstrate that this neural network is more accurate than standard statistical methods in predicting the sleep quality of an individual based on his/her behaviour from the last 10 days. We compare model performance in a wide range of hyperparameter settings representing various scenarios. We further show that the neural network can be used to produce personalised recommendations of what sleep habits users should follow to maximise sleep quality, and show that these recommendations are substantially better than the ones generated by standard methods. We finally show that the neural network can explain the recommendation given to each participant and calculate confidence intervals for each prediction, all of which are essential for clinicians to be able to adopt such a tool in clinical practice."
Monitoring of Sleep Breathing States Based on Audio Sensor Utilizing Melâ€Scale Features in Home Healthcare,Yu Fang; Dongbo Liu; Zhongwei Jiang; Haibin Wang,2023.0,10.1155/2023/6197564,openalex,http://dx.doi.org/10.1155/2023/6197564,Young healthy testers and patients who suffered from obstructive sleep apnea,Detection of breathing states related to sleep-related breathing disorders (SBDs) using breathing sound signals and Mel frequency cepstrum analysis,,Average accuracy for detecting abnormal breathing states: 93.1%; Improvement in sleep quality,,0.9,"Sleep-related breathing disorders (SBDs) will lead to poor sleep quality and increase the risk of cardiovascular and cerebrovascular diseases which may cause death in serious cases. This paper aims to detect breathing states related to SBDs by breathing sound signals. A moment waveform analysis is applied to locate and segment the breathing cycles. As the core of our study, a set of useful features of breathing signal is proposed based on Mel frequency cepstrum analysis. Finally, the normal and abnormal sleep breathing states can be distinguished by the extracted Mel-scale indexes. Young healthy testers and patients who suffered from obstructive sleep apnea are tested utilizing the proposed method. The average accuracy for detecting abnormal breathing states can reach 93.1%. It will be helpful to prevent SBDs and improve the sleep quality of home healthcare."
Attention-Based Transfer Learning for Efficient Obstructive Sleep Apnea (OSA) Classification on Snore Sound,Apichada Sillaparaya; Yuttapong Jiraraksopakun; Kosin Chamnongthai; Apichai Bhatranand,2025.0,10.1109/access.2025.3575203,openalex,https://doi.org/10.1109/access.2025.3575203,70 adult OSA patients,attention-based transfer learning model for non-invasive detection of obstructive sleep apnea using audio signals,,accuracy of 92.576Â±0.910%; sensitivity of 92.906Â±1.928%; specificity of 92.269Â±2.740%; precision of 92.173Â±3.024%; F1-score of 92.486Â±1.326%,,0.9,"Polysomnography (PSG) is currently the gold-standard technique for classifying sleep apnea disorders. Yet, it is costly and requires an expert to score the severity, making it impractical for self-screening and home use. Snore sound classification with Deep Learning (DL) is a promising approach and has gained increasing interest due to its relationship with abnormal breathing conditions in both time and frequency domains. This study proposes an attention-based transfer learning model for non-invasive detection of obstructive sleep apnea (OSA) using audio signals. Mel-spectrograms and MFCC features were input into the MobileNetV3-Large to extract deep features. A modified SENet was implemented to provide suitable channel attention for the extracted features. The attention-based features are then classified into normal and abnormal snore events. The study evaluates model performance using 10-fold cross-validation on sound data of the 70 adult OSA patients of an open-source PSG-Audio dataset [1]. Results show that utilizing both Mel-Spectrogram and MFCCs as input features significantly enhances classification performance compared to single-feature models. In addition, the MobileNetV3-Large with modified SENet significantly outperforms the combination of other pre-trained and attention mechanisms. Specifically, the proposed model provides an accuracy of 92.576Â±0.910%, a sensitivity of 92.906Â±1.928%, a specificity of 92.269Â±2.740%, a precision of 92.173Â±3.024%, and an F1-score of 92.486Â±1.326% on the binary classification. Its performance also shows statistically significant improvement when benchmarked with other existing OSA classification models. Our proposed model demonstrates suitable potential for portable device-based sleep apnea monitoring applications."
A Cascaded Two-Stage CNN Pipeline for Audio-Based Snore and Sleep Apnea Detection on Smartphones: Reference Baselines with Multi-Seed Validation,Yang L,2026.0,10.5281/zenodo.20662374,openalex,https://github.com/somnisense/audio-sleep-cnn-baselines,40 participants with labeled snore segments and apnea-detection windows derived from 80 person-nights,cascaded two-stage CNN pipeline for audio-based sleep monitoring,,94.29% accuracy with F1 90.28% for Stage-1 (snore detection); 83.82% accuracy with F1 83.99% for Stage-2 (sleep apnea detection),Cohort study,0.9,"Smartphone-based audio analysis offers a non-contact, low-cost path to sleep health screening at population scale. We present a cascaded two-stage CNN pipeline for audio-based sleep monitoring on consumer mobile devices: a short-window 2D CNN processes 1-second audio segments represented as 15 Ã— 13 Mel-frequency cepstral coefficient (MFCC) matrices and produces a per-segment binary snore-presence indicator; that per-second indicator, together with two scalar acoustic features (sound pressure level and SPL change rate), is assembled into a 200 Ã— 3 time-series feature matrix at 1 Hz sampling that forms the input to a long-window 1D CNN classifying the 200-second observation window as containing a sleep-disordered breathing event or not. The cascade structure â€” Stage-1 detector output forming a feature channel of the Stage-2 classifier's input â€” provides an ultra-compact intermediate representation (200 Ã— 3 â‰ˆ 600 floats per analysis window) suitable for on-device inference on consumer mobile hardware. We evaluate both stages under a multi-seed protocol with 95% bootstrap confidence intervals (10,000 iterations). On a dataset of 13,538 labeled 1-second snore segments and 2,953 labeled 200-second apnea-detection windows â€” derived from 80 person-nights across 40 participants, with PSG event annotations from a mix of in-laboratory PSG (10 nights) and portable / ambulatory PSG with nasal-airflow cannula (70 nights) â€” the two stages achieve, respectively, 94.29% (93.60, 95.02) accuracy with F1 90.28% (89.29, 91.38) for Stage-1 (snore detection), and 83.82% (82.61, 85.14) accuracy with F1 83.99% (82.87, 85.05) for Stage-2 (sleep apnea detection). The two-stage cascade and its compact intermediate representation are presented as reference baselines, with multi-seed bootstrap metrics that can serve as comparison points for downstream methodological work. Data and code availability: The model architectures, training pipeline, and multi-seed bootstrap analysis code are publicly available at https://github.com/somnisense/audio-sleep-cnn-baselines under the MIT License. By design, no audio recordings, labels, or derived feature matrices are distributed with the repository: the original recordings were collected under participant consent that does not cover public release of either the waveforms or the derived features. Competing interests: The author is the founder of SomniAI LLC, the entity that may commercialize the technology described in this work. The methods described are also the subject of three co-filed U.S. provisional patent applications by SomniAI LLC. No external funding was received."
An audio-semantic multimodal model for automatic obstructive sleep Apnea-Hypopnea Syndrome classification via multi-feature analysis of snoring sounds,Xihe Qiu; Chenghao Wang; Bin Li; Huijie Tong; Xiaoyu Tan; Long Yang; Tao Jing; Jingjing Huang,2024.0,10.3389/fnins.2024.1336307,openalex,https://doi.org/10.3389/fnins.2024.1336307,patients suspected of having Obstructive Sleep Apnea-Hypopnea Syndrome (OSAHS),Audio-Semantic Multi-Modal model for OSAHS severity classification (ASMM-OSA) based on patient snoring sound characteristics,,"diagnostic level in automatically identifying sleep apnea events; classification of the four-class severity (normal, mild, moderate, and severe) of OSAHS",Experimental study,0.9,"Introduction: Obstructive Sleep Apnea-Hypopnea Syndrome (OSAHS) is a common sleep-related breathing disorder that significantly impacts the daily lives of patients. Currently, the diagnosis of OSAHS relies on various physiological signal monitoring devices, requiring a comprehensive Polysomnography (PSG). However, this invasive diagnostic method faces challenges such as data fluctuation and high costs. To address these challenges, we propose a novel data-driven Audio-Semantic Multi-Modal model for OSAHS severity classification (i.e., ASMM-OSA) based on patient snoring sound characteristics. Methods: In light of the correlation between the acoustic attributes of a patient's snoring patterns and their episodes of breathing disorders, we utilize the patient's sleep audio recordings as an initial screening modality. We analyze the audio features of snoring sounds during the night for subjects suspected of having OSAHS. Audio features were augmented via PubMedBERT to enrich their diversity and detail and subsequently classified for OSAHS severity using XGBoost based on the number of sleep apnea events. Results: Experimental results using the OSAHS dataset from a collaborative university hospital demonstrate that our ASMM-OSA audio-semantic multimodal model achieves a diagnostic level in automatically identifying sleep apnea events and classifying the four-class severity (normal, mild, moderate, and severe) of OSAHS. Discussion: Our proposed model promises new perspectives for non-invasive OSAHS diagnosis, potentially reducing costs and enhancing patient quality of life."
RespireSegNet: Analyzing Sleep Breathing Patterns with Deep Audio Segmentation,Yunu Kim; Jaemyung Shin; Minsam Ko,2025.0,10.1109/iceic64972.2025.10879700,openalex,https://doi.org/10.1109/iceic64972.2025.10879700,Individuals with sleep disorders or irregularities in breathing patterns during sleep,"RespireSegNet, a deep audio segmentation method for analyzing sleep breathing patterns",FFT and PeakFinding methods,High precision in detecting respiratory rates; Cycle duration estimation; Superior accuracy in breathing rate detection; Cycle length estimation,,0.9,"Analyzing respiratory patterns is essential for diagnosing and monitoring various health conditions, particularly during sleep when irregularities such as apneas are prevalent. This study presents RespireSegNet, a deep audio segmentation method tailored for sleep breathing analysis, which addresses limitations of traditional signal processing techniques. Utilizing PSG-Audio dataset with tracheal sound recordings and respiratory belt data, RespireSegNet applies WhisperSeg, a pretrained Transformer-based model, to segment and analyze breathing cycles. The model captures subtle respiratory sounds amidst noise, demonstrating high precision in detecting respiratory rates and cycle durations across sleep stages. Compared with FFT and PeakFinding methods, RespireSegNet achieved superior accuracy in both breathing rate detection and cycle length estimation. These results highlight RespireSegNet's potential as a robust tool for non-invasive sleep disorder diagnostics, paving the way for improved respiratory sound analysis in healthcare applications."
Diagnosis of sleep apnea by optimal fuzzy system based on respiratory signals,Shahrzad Pouramirarsalani; Soozan Etemadi Maleki; Saman Rajebi; Nader Vadhani Manaf; Azade Roohany,2024.0,10.1109/qicar61538.2024.10496649,openalex,http://dx.doi.org/10.1109/qicar61538.2024.10496649,Patients with sleep apnea,Fuzzy network optimized with artificial intelligence algorithms for sleep apnea diagnosis,Nocturnal polysomnography (PSG),Correct classification rate (CCR) of 87.5% with leave one out cross-validation method,,0.8,"This Sleep apnea is an important and common disorder that leads to the reduction or interruption of respiratory flow during sleep due to obstruction of the airways. Currently, nocturnal polysomnography (PSG) is the standard approach for diagnosing sleep apnea. This method is expensive, time-consuming and inconvenient due to space limitations and the complexity of recording physiological signals. Today, machine learning algorithms are used to provide more friendly and accessible solutions that help in cost-effective and easy to diagnosis. In this article, a fuzzy network optimized with artificial intelligence algorithms is formed as a classband model for sleep apnea diagnosis. Changes in the acoustic signals caused by breathing sounds during sleep apnea can be used to monitor and diagnose sleep apnea events. The dataset of audio signals recorded from the sound of breathing is collected by a microphone and a mobile phone. The fuzzy classband model was built based on Mamdaniâ€™s fuzzy inference rules from the extracted features, and the correct classification rate (CCR) was 77.5 by adjusting different parameters of the model. Coefficients were obtained as feature values to increase data resolution by the particle swarm optimization (PSO) optimization algorithm and Fisherâ€™s discriminant ratio. By applying these coefficients to the input of the fuzzy network in order to optimize the feature vector, the correct classification rate was obtained equal to 87.5% with the leave one out cross-validation method."
Real-time sleep disorder monitoring design using dynamic temporal graphs with facial and acoustic feature fusion,Fei Pei; Ying Zhou; Qiang-Qiang Fu; Hong Zhou,2025.0,10.3389/frai.2025.1681759,openalex,https://doi.org/10.3389/frai.2025.1681759,patients with sleep disorders,non-invasive multimodal monitoring system for real-time sleep pathology detection,traditional polysomnography,accurate detection of sleep apnea; accurate detection of restless leg syndrome; accurate detection of cardiovascular irregularities; 10.7-s average delay; 94.6% clinical agreement; diagnostic accuracy comparable to polysomnography,,0.9,"Introduction: Sleep disorders pose significant risks to patient safety, yet traditional polysomnography imposes substantial discomfort and laboratory constraints. We developed a non-invasive multimodal monitoring system for real-time sleep pathology detection. Methods: We integrated facial expression analysis via deep convolutional neural networks with audio signal processing for breathing pattern detection. Heterogeneous data streams were unified into dynamic graph representations, with graph neural networks modeling spatiotemporal patterns of sleep pathologies. Results: The system accurately detected sleep apnea, restless leg syndrome, and cardiovascular irregularities with 10.7-s average delay and 94.6% clinical agreement, achieving diagnostic accuracy comparable to polysomnography. Conclusion: This framework enables continuous non-invasive monitoring for point-of-care screening and home-based management, potentially expanding sleep medicine access for underserved populations."
Automatic cough detection via a multi-sensor smart garment using machine learning,Philippe C. Dixon; Simon Dubeau; Jean-FranÃ§ois Roy; Pierre-Alexandre Fournier,2025.0,10.1016/j.compbiomed.2025.110192,openalex,https://doi.org/10.1016/j.compbiomed.2025.110192,44 healthy young adult participants,multi-sensor smart-garment device for cough detection,,F1-score 93.0 (1.1)%; precision 84.2 (4.2)%; recall 95.5 (1.6)%,"observational, cross-sectional study",0.9,"Coughing behavior is associated with conditions such as sleep apnea, asthma, and chronic obstructive pulmonary disorder and can severely affect quality of life in those affected. In this context, coughing quantification is often important, but routinely performed via questionnaires. This approach is dependent on patient compliance or recall, which may affect validity and be especially difficult for nocturnal coughs. Manual review of audio recordings is potentially more accurate, but raises privacy concerns due to the collection and review of sensitive audio-data by a human annotator. Today, machine learning approaches are increasingly used to quantify coughs; however, algorithms often rely on microphone recordings, resulting in the same privacy issues, especially if data are sent to a remote server for analysis. The aims of this study are to determine if (1) a suite of sensors, excluding microphone recordings, can accurately detect coughs unobtrusively and (2) what the relative importance of each sensor-type on model performance may be. Data from 44 healthy young adult participants performing on-demand coughs and other tasks (breathing, talking, throat clearing, laughing, sniffing) in supine and sitting conditions were collected for this observational, cross-sectional study using a multi-sensor smart-garment device. Synchronized video was used to annotate tasks. Three-dimension acceleration, respiration (inductance plethysmography), and electrical activity (electrocardiography) signals were extracted into 1 s strips and binarized into coughs and non-coughs. Data were split into train and test sets using an inter-subject 80:20 split, ensuring that data from a particular participant are found in a single set. This procedure was repeated 10 times with different random inter-subject splits to assess the variability of results. Statistical and frequency-based features were computed and used as inputs to a Random Forest Classifier to predict classes (cough vs not-cough). Model hyperparameters were tuned to maximize F1-score using five-fold cross validation of the training set. Final model performance was assessed using F1-score, precision, and recall (sensitivity) on the test sets with mean (standard deviation) reported. Single sensor models based on acceleration, respiration, or electrocardiography revealed F1 scores of 92.6 (1.2)%, 88.9 (3.2)%, and 77.5 (3.4)%, respectively. Overall, the dual (acceleration, respiration) sensor model achieved the highest performance (F1-score 93.0 (1.1)%, precision 84.2 (4.2)%, and recall 95.5 (1.6)%). The multi-modal wearable device was able to distinguish coughs from other respiratory maneuvers, with acceleration and respiration sensors providing the most valuable information. Future studies could implement this approach for remote monitoring of coughs in patients suffering from coughing symptoms."
